Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,20919,2021-11-15,-0.012833175,0.0084089024,0.002560253,21,81
Market-Adjusted Model,20920,2021-11-15,-0.218821142,-0.220704202,-0.203427714,21,84
Market-Adjusted Model,20921,2021-11-15,-0.027044558,-0.011659964,-0.01165113,21,77
Market-Adjusted Model,20922,2021-11-15,-0.008188778,0.0070898162,0.0072046509,21,77
Market-Adjusted Model,20923,2021-11-15,0.0461310119,0.0682116543,0.0615244405,21,78
Market-Adjusted Model,20924,2021-11-15,0.002028444,0.0169073731,0.0174218726,21,91
Market-Adjusted Model,20927,2021-11-15,-0.144050121,-0.122622368,-0.128656692,21,96
Market-Adjusted Model,20928,2021-11-15,-0.005065545,0.0097881409,0.0103278839,21,86
Market-Adjusted Model,20929,2021-11-15,-0.005562166,0.0093867674,0.0098312622,21,86
Market-Adjusted Model,20930,2021-11-15,-0.00204713,0.0127673361,0.0133462987,21,86
Market-Adjusted Model,20931,2021-11-15,-0.001024614,0.0139821445,0.0143688146,21,77
Market-Adjusted Model,20932,2021-11-15,0.0010267175,0.0158592982,0.0164201461,21,86
Market-Adjusted Model,20935,2021-11-15,-0.023967951,-0.009265288,-0.008574523,21,97
Market-Adjusted Model,20936,2021-11-15,-0.027499948,-0.012886955,-0.01210652,21,97
Market-Adjusted Model,20937,2021-11-15,-0.001710883,0.0132663632,0.0136825456,21,97
Market-Adjusted Model,20938,2021-11-15,-0.009039729,0.0060046379,0.0063536998,21,97
Market-Adjusted Model,20939,2021-11-15,-0.005751157,0.009146577,0.0096422715,21,97
Market-Adjusted Model,20940,2021-11-15,-0.007780177,0.0072184886,0.0076132519,21,97
Market-Adjusted Model,20943,2021-11-15,-0.00008785,0.0149557772,0.0153055785,21,97
Market-Adjusted Model,20944,2021-11-15,0.0056884756,0.0206868326,0.0210819042,21,97
Market-Adjusted Model,20945,2021-11-15,-0.008146632,0.0066720688,0.0072467964,21,81
Market-Adjusted Model,20946,2021-11-15,-0.001005963,0.0138774867,0.0143874652,21,81
Market-Adjusted Model,20947,2021-11-15,-0.037886174,-0.023139284,-0.022492745,21,83
Market-Adjusted Model,20949,2021-11-15,-0.006148283,0.0090336257,0.0092451451,21,97
Market-Adjusted Model,20950,2021-11-15,0.0051334895,0.0200757249,0.020526918,21,83
Market-Adjusted Model,20951,2021-11-15,-0.003012022,0.0118278563,0.0123814065,21,81
Market-Adjusted Model,20952,2021-11-15,-0.002051329,0.0127707879,0.0133420998,21,82
Market-Adjusted Model,20953,2021-11-15,0.0010234672,0.0158448968,0.0164168958,21,83
Market-Adjusted Model,20954,2021-11-15,0.0010225181,0.0159129637,0.0164159466,21,83
Market-Adjusted Model,20955,2021-11-15,-0.008001941,0.007050535,0.007391488,21,79
Market-Adjusted Model,20956,2021-11-15,0.002742749,0.0177066855,0.0181361775,21,88
Market-Adjusted Model,20957,2021-11-15,-0.007671669,0.0072905111,0.0077217598,21,97
Market-Adjusted Model,20958,2021-11-15,-0.003634708,0.0112348484,0.0117587207,21,97
Market-Adjusted Model,20959,2021-11-15,-0.002499976,0.012362459,0.0128934522,21,97
Market-Adjusted Model,20960,2021-11-15,-0.002040863,0.0128087,0.0133525654,21,97
Market-Adjusted Model,20961,2021-11-15,-0.01761472,-0.002675042,-0.002221292,21,94
Market-Adjusted Model,20962,2021-11-15,0.0010051134,0.015827522,0.0163985419,21,77
Market-Adjusted Model,20963,2021-11-15,-0.034384984,-0.019810265,-0.018991556,21,78
Market-Adjusted Model,20964,2021-11-15,-6.57147E-11,0.0148373139,0.0153934285,21,91
Market-Adjusted Model,20965,2021-11-15,-0.002044939,0.012772918,0.0133484895,21,96
Market-Adjusted Model,20966,2021-11-15,-0.005009944,0.0098142482,0.0103834847,21,97
Market-Adjusted Model,20967,2021-11-15,-0.017077212,-0.002058623,-0.001683784,21,97
Market-Adjusted Model,20970,2021-11-15,-1.92016E-11,0.0148252043,0.0153934285,21,83
Market-Adjusted Model,20971,2021-11-15,-0.005737996,0.0095906597,0.0096554325,21,83
Market-Adjusted Model,20972,2021-11-15,-0.039800996,-0.013938492,-0.024407567,21,84
Market-Adjusted Model,20973,2021-11-15,-0.027098526,-0.011763103,-0.011705097,21,87
Market-Adjusted Model,20974,2021-11-15,0.0624999616,0.0778081739,0.0778933902,21,86
Market-Adjusted Model,20975,2021-11-15,0.0050251458,0.0199505197,0.0204185743,21,81
Market-Adjusted Model,20978,2021-11-15,-0.000515503,0.0142866134,0.0148779257,21,94
Market-Adjusted Model,20979,2021-11-15,0.0020367064,0.0168514537,0.0174301349,21,86
Market-Adjusted Model,20980,2021-11-15,0.0082135448,0.0231078703,0.0236069733,21,81
Market-Adjusted Model,20981,2021-11-15,0.0040899757,0.0189576427,0.0194834042,21,96
Market-Adjusted Model,20982,2021-11-15,0.0010214737,0.015848777,0.0164149022,21,88
Market-Adjusted Model,20983,2021-11-15,-0.01603205,-0.001222041,-0.000638621,21,86
Market-Adjusted Model,20986,2021-11-15,-0.002042851,0.0127924483,0.0133505779,21,86
Market-Adjusted Model,20987,2021-11-15,-0.002047129,0.012779473,0.0133462992,21,96
Market-Adjusted Model,20988,2021-11-15,0.0010225187,0.0159386001,0.0164159472,21,77
Market-Adjusted Model,20989,2021-11-15,0.0040857983,0.0190983183,0.0194792268,21,77
Market-Adjusted Model,20990,2021-11-15,0.0010267175,0.0159554026,0.0164201461,21,86
Market-Adjusted Model,20991,2021-11-15,-0.487055039,-0.603174599,-0.47166161,21,84
Market-Adjusted Model,20994,2021-11-15,0.0041237079,0.0189532701,0.0195171364,21,83
Market-Adjusted Model,20995,2021-11-15,0.0010277728,0.0158444242,0.0164212013,21,86
Market-Adjusted Model,20996,2021-11-15,-0.202607868,-0.196908513,-0.187214439,21,96
Market-Adjusted Model,20997,2021-11-15,0.0005116844,0.0153917379,0.0159051129,21,77
Market-Adjusted Model,20998,2021-11-15,-0.007960191,0.0070641062,0.0074332379,21,82
Market-Adjusted Model,20999,2021-11-15,-0.341683314,-0.281354902,-0.326289886,21,86
Market-Adjusted Model,21000,2021-11-15,-4.97427E-10,0.0148366919,0.015393428,21,78
Market-Adjusted Model,21001,2021-11-15,-0.026548717,-0.011679418,-0.011155288,21,92
Market-Adjusted Model,21002,2021-11-15,1.743403E-10,0.0149246959,0.0153934287,21,82
Market-Adjusted Model,21003,2021-11-15,-3.17436E-10,0.0148152371,0.0153934282,21,92
Market-Adjusted Model,21006,2021-11-15,0.0162601465,0.0309768793,0.031653575,21,89
Market-Adjusted Model,21007,2021-11-15,0.0266159482,0.0503178402,0.0420093767,21,83
Market-Adjusted Model,21008,2021-11-15,-0.000513095,0.0143491107,0.0148803332,21,81
Market-Adjusted Model,21009,2021-11-15,0.0071794559,0.0220105363,0.0225728844,21,81
Market-Adjusted Model,21010,2021-11-15,-0.005356086,0.0095041875,0.0100373426,21,81
Market-Adjusted Model,21011,2021-11-15,0.0030768956,0.0179262837,0.0184703241,21,81
Market-Adjusted Model,21014,2021-11-15,0.0020450364,0.0168698949,0.0174384649,21,78
Market-Adjusted Model,21015,2021-11-15,0.0015399784,0.016381215,0.0169334069,21,77
Market-Adjusted Model,21016,2021-11-15,-0.020377401,0.0225551089,-0.004983973,21,87
Market-Adjusted Model,21017,2021-11-15,-0.04366665,-0.016326406,-0.028273221,21,89
Market-Adjusted Model,21018,2021-11-15,0.0020079827,0.0170110391,0.0174014112,21,78
Market-Adjusted Model,21019,2021-11-15,-2.68113E-10,0.0148514442,0.0153934283,21,83
Market-Adjusted Model,21020,2021-11-15,-0.078645841,-0.057416482,-0.063252412,21,100
Market-Adjusted Model,21022,2021-11-15,0.0009012681,0.0165510303,0.0162946966,21,91
Market-Adjusted Model,21023,2021-11-15,-0.002568014,0.0122552019,0.0128254144,21,83
Market-Adjusted Model,21024,2021-11-15,0.0164270888,0.03119072,0.0318205174,21,91
Market-Adjusted Model,21025,2021-11-15,0.0016727725,0.0165177118,0.017066201,21,81
Market-Adjusted Model,21026,2021-11-15,-0.16580308,-0.15303965,-0.150409651,21,78
Market-Adjusted Model,21027,2021-11-15,0.1238361266,0.1475788958,0.1392295551,21,87
Market-Adjusted Model,21028,2021-11-15,-0.025447645,-0.009116578,-0.010054217,21,92
Market-Adjusted Model,21029,2021-11-15,0.0030801527,0.0178904002,0.0184735812,21,91
Market-Adjusted Model,21030,2021-11-15,-0.091123325,-0.06785017,-0.075729896,21,88
Market-Adjusted Model,21031,2021-11-15,2.872005E-10,0.0148806026,0.0153934288,21,87
Market-Adjusted Model,21032,2021-11-15,-0.022755717,0.0067818343,-0.007362288,21,89
Market-Adjusted Model,21033,2021-11-15,-0.006141292,0.0086974634,0.0092521368,21,83
Market-Adjusted Model,21034,2021-11-15,-3.61068E-10,0.0148373154,0.0153934282,21,83
Market-Adjusted Model,21035,2021-11-15,0.003086392,0.0179633324,0.0184798205,21,77
Market-Adjusted Model,21036,2021-11-15,0.0298932421,0.0502586489,0.0452866706,21,88
Market-Adjusted Model,21037,2021-11-15,0.306189023,0.3623159724,0.3215824515,21,84
Market-Adjusted Model,21038,2021-11-15,-0.003999996,0.0109564491,0.0113934327,21,86
Market-Adjusted Model,21041,2021-11-15,-0.271126759,-0.286619202,-0.25573333,21,97
Market-Adjusted Model,21042,2021-11-15,-0.001005963,0.0138158684,0.0143874652,21,97
Market-Adjusted Model,21043,2021-11-15,0.0041067727,0.01894443,0.0195002012,21,97
Market-Adjusted Model,21044,2021-11-15,-0.014027996,0.0007963106,0.0013654324,21,96
Market-Adjusted Model,21045,2021-11-15,-0.002012023,0.0130371583,0.0133814054,21,81
Market-Adjusted Model,21046,2021-11-15,0.0010234671,0.0158736895,0.0164168956,21,77
Market-Adjusted Model,21049,2021-11-15,0.002057562,0.0168893649,0.0174509905,21,91
Market-Adjusted Model,21050,2021-11-15,0.0010060594,0.0158588199,0.016399488,21,87
Market-Adjusted Model,21051,2021-11-15,-0.10272532,-0.054076284,-0.087331892,21,79
Market-Adjusted Model,21052,2021-11-15,0.0025201226,0.0173388833,0.0179135511,21,87
Market-Adjusted Model,21053,2021-11-15,0.0030090001,0.0178391709,0.0184024287,21,97
Market-Adjusted Model,21054,2021-11-15,0.0111335688,0.0260549951,0.0265269973,21,84
Market-Adjusted Model,21055,2021-11-15,0.0430764234,0.0688973565,0.0584698519,21,100
Market-Adjusted Model,21056,2021-11-15,0.0010069763,0.0159969438,0.0164004048,21,87
Market-Adjusted Model,21057,2021-11-15,-0.00303641,0.0118705905,0.0123570185,21,88
Market-Adjusted Model,21058,2021-11-15,0.0030643238,0.0178968504,0.0184577523,21,81
Market-Adjusted Model,21059,2021-11-15,0.0020513288,0.0168772484,0.0174447573,21,87
Market-Adjusted Model,21060,2021-11-15,-0.075303152,-0.059229093,-0.059909724,21,77
Market-Adjusted Model,21061,2021-11-15,-0.00051372,0.0144266227,0.0148797082,21,83
Market-Adjusted Model,21062,2021-11-15,-0.372384964,-0.410024881,-0.356991536,21,85
Market-Adjusted Model,21065,2021-11-15,-0.135640778,-0.108199173,-0.120247349,21,82
Market-Adjusted Model,21066,2021-11-15,0.3676189914,0.3671546625,0.3830124199,21,95
Market-Adjusted Model,21067,2021-11-15,-0.007150123,0.0078127187,0.0082433055,21,81
Market-Adjusted Model,21068,2021-11-15,0.0025681122,0.0173821733,0.0179615407,21,91
Market-Adjusted Model,21069,2021-11-15,-0.06250002,-0.044675835,-0.047106592,21,97
Market-Adjusted Model,21070,2021-11-15,0.002059681,0.0168830762,0.0174531095,21,91
Market-Adjusted Model,21072,2021-11-15,-0.032981532,-0.009928097,-0.017588104,21,88
Market-Adjusted Model,21073,2021-11-15,0.0005116847,0.0153469849,0.0159051132,21,96
Market-Adjusted Model,21074,2021-11-15,-0.228112465,-0.235280764,-0.212719037,21,86
Market-Adjusted Model,21075,2021-11-15,0.0010267177,0.01585527,0.0164201462,21,94
Market-Adjusted Model,21076,2021-11-15,0.0030211211,0.0178350658,0.0184145496,21,86
Market-Adjusted Model,21077,2021-11-15,-0.214285699,-0.206888375,-0.198892271,21,80
Market-Adjusted Model,21078,2021-11-15,-0.003083221,0.0117455996,0.0123102079,21,96
Market-Adjusted Model,21079,2021-11-15,5.970113E-11,0.0148264036,0.0153934286,21,87
Market-Adjusted Model,21080,2021-11-15,0.0035787164,0.0184414273,0.018972145,21,83
Market-Adjusted Model,21081,2021-11-15,-0.340369388,-0.371403105,-0.32497596,21,83
Market-Adjusted Model,21082,2021-11-15,-0.001024614,0.0138115049,0.0143688146,21,91
Market-Adjusted Model,21083,2021-11-15,0.0005122089,0.0153487484,0.0159056375,21,83
Market-Adjusted Model,21084,2021-11-15,-0.003070695,0.0118168793,0.012322734,21,94
Market-Adjusted Model,21085,2021-11-15,-0.001005964,0.0138195447,0.0143874647,21,92
Market-Adjusted Model,21086,2021-11-15,-0.001022421,0.0138219675,0.0143710074,21,91
Market-Adjusted Model,21087,2021-11-15,-0.101167338,-0.066286227,-0.085773909,21,78
Market-Adjusted Model,21088,2021-11-15,0.0041110914,0.0189403186,0.0195045199,21,92
Market-Adjusted Model,21089,2021-11-15,-0.169448031,-0.150000701,-0.154054602,21,82
Market-Adjusted Model,21090,2021-11-15,-0.266891877,-0.279156187,-0.251498448,21,77
Market-Adjusted Model,21091,2021-11-15,0.0487805198,0.0932132032,0.0641739483,21,92
Market-Adjusted Model,21092,2021-11-15,-4.86835E-10,0.0148724894,0.015393428,21,81
Market-Adjusted Model,21093,2021-11-15,0.0326530343,0.062399967,0.0480464629,21,86
Market-Adjusted Model,21094,2021-11-15,0.0041025603,0.018921267,0.0194959888,21,96
Market-Adjusted Model,21095,2021-11-15,0.008213544,0.0230440639,0.0236069725,21,96
Market-Adjusted Model,21096,2021-11-15,-0.453563129,-0.485279437,-0.438169701,21,84
Market-Adjusted Model,21097,2021-11-15,-0.006134915,0.0086978613,0.0092585138,21,88
Market-Adjusted Model,21099,2021-11-15,0.0041153208,0.0189411239,0.0195087493,21,92
Market-Adjusted Model,21102,2021-11-15,-0.141099843,-0.103336341,-0.125706414,21,86
Market-Adjusted Model,21103,2021-11-15,0.0164270895,0.0311767184,0.031820518,21,96
Market-Adjusted Model,21104,2021-11-15,0.0091278051,0.0239478374,0.0245212337,21,89
Market-Adjusted Model,21105,2021-11-15,-0.249349532,-0.257413222,-0.233956103,21,82
Market-Adjusted Model,21106,2021-11-15,-0.290476145,-0.294703488,-0.275082716,21,85
Market-Adjusted Model,21107,2021-11-15,0.0030704988,0.0179158529,0.0184639273,21,96
Market-Adjusted Model,21108,2021-11-15,0.0010277726,0.0158595602,0.0164212011,21,86
Market-Adjusted Model,21109,2021-11-15,-0.132780149,-0.108897467,-0.117386721,21,79
Market-Adjusted Model,21110,2021-11-15,-0.243951619,-0.248011101,-0.22855819,21,95
Market-Adjusted Model,21111,2021-11-15,-0.114492746,-0.099537171,-0.099099317,21,77
Market-Adjusted Model,21112,2021-11-15,-0.290740764,-0.295117628,-0.275347336,21,92
Market-Adjusted Model,21113,2021-11-15,-0.016129016,-0.001386095,-0.000735587,21,88
Market-Adjusted Model,21114,2021-11-15,-0.001947334,0.0129319247,0.0134460947,21,90
Market-Adjusted Model,21115,2021-11-15,-0.009045242,0.0057460063,0.0063481868,21,81
Market-Adjusted Model,21116,2021-11-15,0.3125533587,0.3465095521,0.3279467873,21,91
Market-Adjusted Model,21117,2021-11-15,0.0223999831,0.0508097559,0.0377934116,21,96
Market-Adjusted Model,21118,2021-11-15,-0.06666663,-0.027829572,-0.051273201,21,74
Market-Adjusted Model,21135,2021-11-15,0.004757392,0.0197151762,0.0201508205,21,100
Market-Adjusted Model,21152,2021-11-15,-0.016540047,-0.000919492,-0.001146619,21,100
Market-Adjusted Model,21178,2021-11-15,0.0114347612,0.0269077445,0.0268281897,21,100
Market-Adjusted Model,21186,2021-11-15,-0.093263407,-0.07894347,-0.077869978,21,100
Market-Adjusted Model,21193,2021-11-15,-0.001026718,0.0138996936,0.014366711,21,71
Market-Adjusted Model,21195,2021-11-15,-0.07171723,-0.05710282,-0.056323802,21,75
Market-Adjusted Model,21196,2021-11-15,-0.017917036,-0.002723108,-0.002523608,21,74
Market-Adjusted Model,21198,2021-11-15,-0.001000023,0.0138365597,0.0143934057,21,72
Market-Adjusted Model,21199,2021-11-15,0.0035989559,0.0184454748,0.0189923844,21,72
Market-Adjusted Model,21206,2021-11-15,-0.014739777,0.0010984079,0.000653652,21,70
Market-Adjusted Model,21207,2021-11-15,0.0170370028,0.0330686319,0.0324304313,21,100
Market-Adjusted Model,21211,2021-11-15,0.003064324,0.0179066493,0.0184577525,21,73
Market-Adjusted Model,21217,2021-11-15,0.0051124938,0.0199674693,0.0205059223,21,73
Market-Adjusted Model,21218,2021-11-15,0.0030426662,0.0178956898,0.0184360947,21,76
Market-Adjusted Model,21221,2021-11-15,0.0020429473,0.0169053001,0.0174363758,21,72
Market-Adjusted Model,21222,2021-11-15,-0.235087741,-0.241403111,-0.219694313,21,72
Market-Adjusted Model,21225,2021-11-15,-0.006644347,0.0084919837,0.0087490815,21,76
Market-Adjusted Model,21226,2021-11-15,-0.005015064,0.0097856414,0.0103783644,21,71
Market-Adjusted Model,21233,2021-11-15,-0.182142855,-0.127979943,-0.166749427,21,72
Market-Adjusted Model,21242,2021-11-15,-0.015018252,0.0027183987,0.0003751765,21,70
Market-Adjusted Model,21244,2021-11-15,-0.030192692,-0.014931705,-0.014799263,21,71
Market-Adjusted Model,21248,2021-11-15,-0.032011779,-0.017223612,-0.01661835,21,70
Market-Adjusted Model,21249,2021-11-15,-0.257425738,-0.255930068,-0.242032309,21,72
Market-Adjusted Model,21250,2021-11-15,-0.044654979,-0.030407079,-0.029261551,21,73
Market-Adjusted Model,21255,2021-11-15,0.0030550603,0.0179449717,0.0184484888,21,76
Market-Adjusted Model,21257,2021-11-15,-0.118114754,-0.099910362,-0.102721326,21,76
Market-Adjusted Model,21259,2021-11-15,-0.042507931,-0.022840218,-0.027114503,21,100
Market-Adjusted Model,21268,2021-11-15,-0.144796402,-0.112996481,-0.129402974,21,75
Market-Adjusted Model,21269,2021-11-15,-0.097744368,-0.069219481,-0.082350939,21,72
Market-Adjusted Model,21271,2021-11-15,0.09870133,0.1171541952,0.1140947585,21,72
Market-Adjusted Model,21272,2021-11-15,-0.126409498,-0.106640763,-0.111016069,21,74
Market-Adjusted Model,21273,2021-11-15,-0.001025665,0.01380851,0.0143677638,21,71
Market-Adjusted Model,21276,2021-11-15,0.004036323,0.0189090627,0.0194297515,21,76
Market-Adjusted Model,21287,2021-11-15,-0.00307384,0.0119526388,0.0123195883,21,70
Market-Adjusted Model,21289,2021-11-15,-0.530092604,-0.577974632,-0.514699175,21,70
Market-Adjusted Model,21293,2021-11-15,9.847101E-10,0.0152777343,0.0153934295,21,76
Market-Adjusted Model,21294,2021-11-15,0.0827863052,0.0997788569,0.0981797338,21,74
Market-Adjusted Model,21295,2021-11-15,0.0092213267,0.0241921034,0.0246147552,21,76
Market-Adjusted Model,21297,2021-11-15,0.0791343925,0.0936707998,0.0945278211,21,75
Market-Adjusted Model,21298,2021-11-15,-0.002568112,0.0124107294,0.0128253163,21,72
Market-Adjusted Model,21299,2021-11-15,0.001027773,0.0158665109,0.0164212015,21,70
Market-Adjusted Model,21305,2021-11-15,0.0035389126,0.0186314166,0.0189323411,21,76
Market-Adjusted Model,21306,2021-11-15,0.0015221048,0.0164375864,0.0169155333,21,76
Market-Adjusted Model,21307,2021-11-15,0.0005139843,0.0153734632,0.0159074128,21,71
Market-Adjusted Model,21310,2021-11-15,0.0010287318,0.0158575411,0.0164221603,21,72
Market-Adjusted Model,21314,2021-11-15,0.0005125694,0.0153676408,0.015905998,21,76
Market-Adjusted Model,21315,2021-11-15,-5.02918E-10,0.0149194357,0.015393428,21,71
Market-Adjusted Model,21318,2021-11-15,0.0071647581,0.0220169945,0.0225581867,21,71
Market-Adjusted Model,21319,2021-11-15,-0.003988032,0.0112240073,0.0114053964,21,76
Market-Adjusted Model,21326,2021-11-15,-0.002057563,0.0127706421,0.013335866,21,73
Market-Adjusted Model,21327,2021-11-15,0.0046296377,0.0194587692,0.0200230662,21,76
Market-Adjusted Model,21330,2021-11-15,-0.002040863,0.0128466524,0.0133525655,21,71
Market-Adjusted Model,21331,2021-11-15,0.3054726042,0.420491195,0.3208660327,21,73
Market-Adjusted Model,21332,2021-11-15,-6.0314E-10,0.0148793455,0.0153934279,21,76
Market-Adjusted Model,21334,2021-11-15,0.003080152,0.0179543496,0.0184735805,21,76
Market-Adjusted Model,21336,2021-11-15,-0.232682033,-0.229952868,-0.217288605,21,72
Market-Adjusted Model,21340,2021-11-15,-0.001025664,0.0138881284,0.0143677642,21,72
Market-Adjusted Model,21341,2021-11-15,0.4469850244,0.457045923,0.4623784529,21,73
Market-Adjusted Model,21343,2021-11-15,0.020555064,0.0354243514,0.0359484925,21,71
Market-Adjusted Model,21371,2021-11-15,-0.033047515,-0.015845182,-0.017654087,21,100
Market-Adjusted Model,21573,2021-11-15,-0.074950393,-0.061163064,-0.059556964,21,100
Market-Adjusted Model,21742,2021-11-15,0.0143573143,0.0312538465,0.0297507428,21,100
Market-Adjusted Model,21776,2021-11-15,-0.001677783,0.0144603051,0.0137156454,21,100
Market-Adjusted Model,21792,2021-11-15,0.001342894,0.0171513033,0.0167363226,21,100
Market-Adjusted Model,21928,2021-11-15,0.0101192145,0.0272022479,0.0255126431,21,100
Market-Adjusted Model,21936,2021-11-15,0.2393202938,0.2401409255,0.2547137223,21,100
Market-Adjusted Model,22103,2021-11-15,-0.089720469,-0.075548074,-0.074327041,21,100
Market-Adjusted Model,22111,2021-11-15,-0.036315295,-0.021360929,-0.020921867,21,100
Market-Adjusted Model,22293,2021-11-15,0.0493409414,0.0667832548,0.0647343699,21,100
Market-Adjusted Model,22323,2021-11-15,-0.254545475,-0.259166903,-0.239152046,21,100
Market-Adjusted Model,22509,2021-11-15,-0.036349335,-0.021097052,-0.020955907,21,100
Market-Adjusted Model,22517,2021-11-15,-0.033680533,-0.018592258,-0.018287104,21,100
Market-Adjusted Model,22592,2021-11-15,-0.040476122,-0.025164999,-0.025082693,21,100
Market-Adjusted Model,22752,2021-11-15,-0.149233379,-0.138046208,-0.13383995,21,100
Market-Adjusted Model,22779,2021-11-15,0.0184641247,0.0355205644,0.0338575532,21,100
Market-Adjusted Model,23026,2021-11-15,-0.012782973,0.0040024074,0.0026104552,21,100
Market-Adjusted Model,23182,2021-11-15,-0.028305536,-0.011668117,-0.012912107,21,100
Market-Adjusted Model,23229,2021-11-15,-0.017787566,-0.001357763,-0.002394138,21,100
Market-Adjusted Model,23297,2021-11-15,-0.17540517,-0.171157443,-0.160011741,21,100
Market-Adjusted Model,23393,2021-11-15,0.0259956541,0.0422479969,0.0413890827,21,100
Market-Adjusted Model,23473,2021-11-15,-0.062088281,-0.047318512,-0.046694853,21,100
Market-Adjusted Model,23536,2021-11-15,-0.027539731,-0.010977775,-0.012146302,21,100
Market-Adjusted Model,23579,2021-11-15,-0.04129987,-0.024894267,-0.025906441,21,100
Market-Adjusted Model,23660,2021-11-15,-0.023079028,-0.007096775,-0.0076856,21,100
Market-Adjusted Model,23712,2021-11-15,-0.020532876,-0.004285936,-0.005139447,21,100
Market-Adjusted Model,23799,2021-11-15,-0.119565212,-0.108646661,-0.104171784,21,100
Market-Adjusted Model,23819,2021-11-15,-0.136054408,-0.124479951,-0.120660979,21,100
Market-Adjusted Model,23835,2021-11-15,-0.113895219,-0.099972011,-0.098501791,21,100
Market-Adjusted Model,23931,2021-11-15,-0.013314707,0.0032478459,0.0020787218,21,100
Market-Adjusted Model,24010,2021-11-15,-0.016332032,0.0015087544,-0.000938604,21,100
Market-Adjusted Model,24053,2021-11-15,0.0016772789,0.0178585743,0.0170707074,21,100
Market-Adjusted Model,24109,2021-11-15,-0.034218963,-0.018697982,-0.018825534,21,100
Market-Adjusted Model,24205,2021-11-15,0.0214824624,0.0372248231,0.0368758909,21,100
Market-Adjusted Model,24248,2021-11-15,-0.037909502,-0.021037222,-0.022516074,21,100
Market-Adjusted Model,24272,2021-11-15,0.0558274923,0.0720638799,0.0712209208,21,100
Market-Adjusted Model,24328,2021-11-15,-0.024108462,-0.001912873,-0.008715033,21,100
Market-Adjusted Model,24440,2021-11-15,0.0073378315,0.023547387,0.02273126,21,100
Market-Adjusted Model,24441,2021-11-15,-0.115323859,-0.099457608,-0.09993043,21,100
Market-Adjusted Model,24459,2021-11-15,-0.009652744,0.015799752,0.0057406845,21,100
Market-Adjusted Model,24476,2021-11-15,0.0178065993,0.0327248135,0.0332000279,21,100
Market-Adjusted Model,24643,2021-11-15,-0.051931724,-0.029946457,-0.036538295,21,100
Market-Adjusted Model,24766,2021-11-15,-0.019240213,-0.003316955,-0.003846784,21,100
Market-Adjusted Model,24969,2021-11-15,-0.022167549,-0.005998895,-0.006774121,21,100
Market-Adjusted Model,24985,2021-11-15,-0.032032323,-0.015708691,-0.016638895,21,100
Market-Adjusted Model,25081,2021-11-15,-0.030085765,-0.011937674,-0.014692337,21,100
Market-Adjusted Model,25129,2021-11-15,-0.010069478,0.0075027036,0.0053239501,21,100
Market-Adjusted Model,25232,2021-11-15,-0.059415256,-0.042877966,-0.044021827,21,100
Market-Adjusted Model,25304,2021-11-15,-0.14736844,-0.112985889,-0.131975012,21,100
Market-Adjusted Model,25320,2021-11-15,0.009511918,0.0257513432,0.0249053465,21,100
Market-Adjusted Model,25419,2021-11-15,0.0390723761,0.0548570178,0.0544658046,21,100
Market-Adjusted Model,25452,2021-11-15,-0.200000005,-0.199131169,-0.184606577,21,100
Market-Adjusted Model,25487,2021-11-15,0.5843863396,0.8754166281,0.5997797681,21,100
Market-Adjusted Model,25582,2021-11-15,-0.088880979,-0.076356764,-0.073487551,21,100
Market-Adjusted Model,25590,2021-11-15,0.0066167699,0.0240042871,0.0220101984,21,100
Market-Adjusted Model,25785,2021-11-15,0.1292803863,0.1434714028,0.1446738148,21,100
Market-Adjusted Model,25953,2021-11-15,-0.028111737,-0.01136272,-0.012718309,21,100
Market-Adjusted Model,26084,2021-11-15,0.0180412199,0.036066634,0.0334346484,21,100
Market-Adjusted Model,26201,2021-11-15,0.1770977985,0.2097838738,0.1924912271,21,100
Market-Adjusted Model,26403,2021-11-15,-0.142958612,-0.135301517,-0.127565183,21,100
Market-Adjusted Model,26607,2021-11-15,-0.146543954,-0.139887307,-0.131150526,21,100
Market-Adjusted Model,26614,2021-11-15,0.0325131691,0.0504065059,0.0479065976,21,100
Market-Adjusted Model,26649,2021-11-15,0.0018986874,0.0184641613,0.017292116,21,100
Market-Adjusted Model,26650,2021-11-15,0.0244356965,0.0415030991,0.039829125,21,100
Market-Adjusted Model,26710,2021-11-15,-0.045510804,-0.029590363,-0.030117375,21,100
Market-Adjusted Model,26825,2021-11-15,0.0075040962,0.0235667886,0.0228975247,21,100
Market-Adjusted Model,27167,2021-11-15,-0.236897253,-0.236111492,-0.221503825,21,100
Market-Adjusted Model,27334,2021-11-15,0.0125099249,0.0284588445,0.0279033534,21,100
Market-Adjusted Model,27422,2021-11-15,-0.155951891,-0.146939609,-0.140558462,21,100
Market-Adjusted Model,27511,2021-11-15,-0.046705435,-0.031359226,-0.031312006,21,100
Market-Adjusted Model,27562,2021-11-15,-0.083727582,-0.064596184,-0.068334154,21,100
Market-Adjusted Model,27617,2021-11-15,0.1186246248,0.1350172348,0.1340180533,21,100
Market-Adjusted Model,27618,2021-11-15,-0.096118013,-0.081371741,-0.080724584,21,100
Market-Adjusted Model,27633,2021-11-15,-0.015275364,0.0015816493,0.0001180648,21,100
Market-Adjusted Model,27684,2021-11-15,-0.041983735,-0.025031738,-0.026590306,21,100
